,loading,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
192,112.65,3,16.746,11.454,18.193,16.567,12.483,18.35,11.425,17.025,19.818,13.876,15.596,17.12,12.433,13.117,701.45,0
193,79.38,8,17.546,11.152,17.554,17.338,11.092,18.635,8.856,17.948,17.741,13.861,14.635,15.506,14.957,15.926,666.867,0
194,76.97,4,18.75,11.982,18.582,17.786,11.95,18.919,11.533000000000001,15.624,18.736,12.357,14.144,16.425,15.565,17.392,796.765,1
195,134.53,10,17.34,13.087,16.941,18.144,10.353,18.622,9.569,16.326,14.176,12.927,16.794,16.8786,14.975,20.725,660.68,1
196,92.11,11,18.129,10.699,15.568,18.267,11.518,19.301,13.251,16.453,17.376,12.67,16.164,17.327,11.218,15.242,628.397,0
197,148.95,7,19.431,11.758,18.265,17.957,11.981,18.652,12.38,16.922,18.729,13.464,16.03,16.982,13.313,15.200800000000001,758.701,0
198,131.93,3,16.663,13.517,17.872,16.425,9.998,17.852,12.295,16.268,16.846,11.287,16.421,15.261,15.316,15.287,608.154,0
199,110.5,3,18.175,10.355,17.878,18.18,10.352,20.827,11.625,18.296,18.968799999999998,12.936,16.391,14.29,12.892,17.834,847.562,1
200,119.16,4,17.308,11.6646,17.612,16.834,11.457,19.161,12.697,15.192,19.261,9.943,16.081,16.604,16.102,14.883,735.356,1
201,152.0,5,17.256,11.294,16.71,16.068,9.181,18.395,11.223,16.989,22.093,11.995,16.639,18.454,14.812999999999999,12.531,517.311,0
202,122.71,11,16.986,12.069,18.357,17.029,9.774,18.047,11.937,15.16,21.921,11.497,13.421,13.783,14.679,19.306,640.362,0
203,91.62,6,16.953,11.133,15.306,17.062,11.797,19.0224,12.062,17.545,21.851,9.92,15.126,17.574,13.9364,14.616,558.086,0
204,134.16,9,17.036,10.168,18.671,17.693,12.618,18.32,11.605,14.747,20.866,11.929400000000001,16.832,17.219,16.56,20.376,736.6916,0
205,109.37,5,17.741,12.134,16.748,18.032,10.603,20.127,11.386,17.227,19.5,13.446,13.663,17.043,11.871,14.305,697.3872,0
206,113.42,2,19.431,12.49,16.38,18.717,12.666,19.091,13.973,14.699,19.778,12.904,18.129,16.747,14.716,16.934,727.169,0
207,143.92,5,18.158,11.824,15.641,18.558,11.407,19.214,11.565,16.56,20.485,12.963,14.912,17.487,15.36,15.047,648.05,1
208,133.92,7,18.298,12.219,16.1,16.571,11.877,18.205,12.124,17.197,21.109,12.041,15.367,19.481,14.184,18.596,562.167,0
209,164.32,7,19.045,11.266,17.285,17.223,10.63,21.083,11.692,16.241,21.137,9.972,15.926,17.017,14.725,15.557200000000003,828.282,1
210,114.99,7,17.576,12.933,15.978,18.618,12.998,17.886,12.96,14.407,18.847,12.726,15.062,15.19,15.482,17.523,623.131,0
211,106.15,11,16.776,12.521,15.268,16.91,10.656,18.771,12.143,15.462,19.449,12.895,16.716,14.856,12.982,13.568,537.914,1
212,109.88,9,18.825,12.259,18.222,17.077,12.008,18.118,12.393,15.738,20.117,13.102,15.805,17.827,14.612,16.7,699.081,0
213,135.88,9,18.643,12.938,16.749,17.272,11.969,18.078,9.77,17.085,19.325,14.158,15.944,15.296,12.262,13.802,669.0618,0
214,95.77,7,18.786,11.478,17.102,17.045,9.777,18.203,13.204,14.707,18.098599999999998,10.998,14.769,18.401,13.452,15.685,569.983,0
215,109.25,2,17.367,11.394,16.411,18.032,11.087,18.8,10.476,16.117,20.293,11.813,15.511,16.611,18.235,17.545,633.474,0
216,94.7,5,16.809,12.167,18.114,17.908,11.5066,18.444,9.558,16.056,18.014,13.152,15.832,15.598,13.471,14.05,734.815,1
217,96.63,6,17.305,13.243,15.635,18.224,11.988,18.889,10.724,16.822,22.993,10.485,15.166,16.5564,16.026400000000002,14.192,649.417,0
218,115.34,7,16.951,12.854,18.755,18.273,10.734,19.269,12.034,15.755,19.145,14.655,15.35,17.379,12.231,20.87,828.988,0
219,247.95,6,17.574,10.228,18.121,18.181,11.347,19.546,11.79,15.977,19.327,14.006,15.024,15.415,13.054,15.897,785.239,0
220,128.3,6,18.159,13.377,16.23,17.134,11.982,19.301,12.933,16.122,19.643,14.371,15.592,14.938,12.046,14.986,689.35,0
221,131.24,7,19.164,11.506,16.013,17.151,11.002,18.67,12.007,15.3218,16.841,11.722,15.657,17.096,13.523,15.854600000000001,574.909,1
222,125.09,6,18.453,12.31,16.394,17.072799999999997,12.312,19.361,11.726,15.482,19.257,10.933,16.574,15.707,16.571,19.064,694.448,1
223,115.56,1,17.523,9.286,16.789,16.807399999999998,13.04,19.911,9.63,15.333,19.88,11.109,15.194,18.955,14.584,16.533,682.8958,1
224,122.79,1,17.039,11.422,16.569,18.401,12.108799999999999,18.396,12.989,14.496,19.046,11.527,15.54,15.323,14.327,15.808,652.401,0
225,216.47,9,16.795,12.803,17.814,18.561,11.779,20.324,11.203,16.372,19.501,10.843,15.881,17.423,15.174,15.706,888.199,0
226,112.72,5,16.7,11.779,17.31,18.495,12.106,17.603,11.465,15.888,18.201,12.064,15.876,14.753,13.837,18.086,638.426,0
227,194.94,4,17.276,10.83,16.442,17.298,11.365,18.528,11.871,16.488400000000002,19.235,13.237,15.345,16.478,14.48,16.766,593.072,1
228,147.26,3,17.537,11.516,18.144,17.137,14.191,20.181,10.802,17.183,18.037,13.12,14.987,17.954,13.723,17.521,900.428,0
229,94.32,4,17.435,12.839,17.567,17.321,11.785,18.925,10.702,15.424,21.75,10.944,15.367,17.835,13.592,15.568,731.875,1
230,100.63,3,19.453,11.742,17.459,17.224400000000003,11.603,20.27,12.668,16.781,20.087,13.72,16.014599999999998,14.548,15.358,16.683,810.94,0
231,106.35,10,17.746,11.769,16.7176,17.016,11.396,19.706,10.033,16.1846,20.7,15.052,14.489,17.317,15.457,18.267,697.389,0
232,88.52,2,17.435,12.07,19.076,17.237,10.879,19.933,11.511199999999999,16.295,19.248,13.062,13.304,16.274,14.412,16.747,863.2,0
233,170.48,9,16.897,11.759,17.771,19.314,12.134,20.842,10.33,14.898,20.132,11.611,14.801,15.393,16.452,20.071,809.7644,0
234,137.41,9,18.726,12.146,18.106,17.2378,10.675,19.604,11.76,16.544,19.427,10.708,14.524,16.564,14.701,15.579,760.512,1
235,142.18,6,17.401,12.738,16.478,17.936,10.904,19.492,10.922,17.751,19.022,12.286,15.1694,18.182,14.492,16.278,703.372,0
236,90.12,9,15.329,12.016,19.66,17.004,11.326,17.706,11.359,16.014,20.193,12.158,15.831999999999999,16.623,18.441,16.433,731.632,0
237,139.59,2,19.46,10.677,17.175,17.354,10.057,19.0292,12.425,15.509,18.485,12.317,15.037,15.072,14.11,14.76,739.958,0
238,104.06,1,17.361,10.264,16.991,17.926,10.618,19.698,11.47,15.966,18.678,12.165,15.744,14.878,14.409,18.323,705.679,1
239,248.06,2,16.528,12.454,18.525,18.081,12.095,19.346,10.7928,15.615,19.054,11.678,15.805,14.747,14.6,18.516,908.981,0
240,118.58,5,17.212,11.021,16.634,15.754,10.563,18.672,10.317,17.303,16.18,12.242,17.165,15.958,15.307,16.706,556.549,0
241,132.31,3,19.32,11.41,16.408,17.189,11.21,18.733,11.1614,15.998,17.807,11.488,14.727,15.085,13.488,18.939,608.452,1
242,137.51,7,16.069,13.106,17.354,18.041,9.298,17.927,12.531,16.254,21.77,14.717,16.637,16.333,16.447,19.464,603.882,0
243,106.0,8,18.482,11.941,16.979,18.529,11.72,20.087,11.156,15.343,19.9922,10.416,15.601,17.824,12.067,14.039,804.689,0
244,108.63,3,17.963,13.737,18.127,19.484,12.35,18.583,13.258,17.454,17.832,12.3,15.755,15.731200000000001,15.6476,16.609,780.4258,0
245,108.54,3,18.232,12.099,17.377,16.81,12.557,17.975,10.786,15.8042,18.631,9.199,16.415,14.774,15.0,16.707,641.112,0
246,156.25,3,19.152,12.194,17.27,17.914,10.166,20.292,9.273,14.075,18.9154,13.653,14.539,14.385,14.398,17.011,786.313,1
247,98.42,3,20.486,13.623,17.768,17.036,12.609,17.422,11.188,15.763,20.814,12.902,16.987,18.187,14.678,15.678,653.004,0
248,116.23,4,16.452,12.44,18.802,17.858,11.521,19.224,12.102,15.173,19.6572,12.578,15.894,18.425,13.815,18.525,830.798,0
249,134.09,10,16.539,12.226,15.988,18.071,10.448,20.301,11.655,15.217,20.033,13.572,16.264,17.226,13.98,16.706,722.19,0
250,108.06,7,18.347,13.057,18.188,17.548,11.201,17.685,12.354,16.47,19.47,13.666,15.935,15.085,13.389,16.191,667.417,0
251,81.7,5,16.583,11.783,17.017,16.804,13.449,18.643,10.335,16.774,18.639,9.496,17.029,14.136,14.309,18.254,747.2199999999999,0
252,85.94,1,17.25,11.881,17.602,18.482,12.585,17.03,10.157,16.138,19.883,10.396,14.272,17.546,13.866,16.060399999999998,624.231,0
253,107.82,7,17.924,12.831,16.446,15.481,11.887,19.578,11.762,17.361,20.177,12.62,14.836,17.077,15.624,15.282,645.8743999999999,0
254,91.77,3,18.211,12.026,18.217,16.462,10.619,20.337,11.835,17.654,20.194,10.463,15.691,18.037,13.91,14.864,815.936,1
255,161.28,5,18.102,12.111,16.925,15.735,11.222,20.672,9.819,16.503,20.929,12.151,16.212,17.646,15.247,18.912,760.454,0
256,122.24,4,17.162,11.022,15.795,18.06,10.465,18.828,11.523,15.086,20.691,11.839,16.094,13.581,14.289,16.564,578.133,0
257,120.74,7,17.536,11.943,18.967,18.722,12.383,18.531,12.573,15.401,18.624,12.144,16.078,18.379,13.016,15.098,824.306,1
258,90.6,7,19.163,11.593,17.279,17.479,10.935,18.807,10.922,14.651,17.587,11.441,16.128,16.2084,15.783,16.659,676.9934000000001,0
259,141.75,4,16.842,11.364,17.793,17.073,12.305,19.243,11.07,16.937,21.669,12.4648,16.592,17.315,19.113,18.622,754.298,0
260,109.56,2,18.515,11.921,16.7,18.885,9.906,16.885,10.684,15.367,19.423399999999997,12.091,13.87,16.3812,13.04,18.806,503.502,0
261,92.1,4,19.021,10.861,16.379,16.268,12.073,18.379,11.61,15.899,20.041,13.491,16.225,17.125,16.52,16.057,568.726,0
262,100.89,7,18.742,12.338,16.509,17.05,11.781,19.534,11.56,15.985,17.21,11.957,16.387,16.311,15.624,16.917,700.908,0
263,243.52,2,17.025,12.836,15.646,17.757,10.033,20.645,11.93,16.266,18.68,11.421,16.561,15.124,14.597,16.5282,717.75,0
264,101.78,9,19.326,11.227,17.027,17.666,12.42,19.296,9.987,16.297,22.166,12.142,16.752,11.345,12.409,15.909,729.157,1
265,94.35,4,17.867,11.942,17.617,15.833,10.952,20.04,12.393,15.854,18.522399999999998,11.629,16.373,13.566,14.547,18.014,747.727,0
266,169.99,6,18.689,11.128,17.340400000000002,17.483,10.823,19.343,11.359,15.124,21.07,12.359,15.589,17.168,13.897,14.55,691.056,1
267,150.66,2,17.435,11.81,17.773,17.774,11.671,18.369,11.976,15.266,20.697,14.1,15.357,13.824,13.377,15.559,695.086,0
268,111.76,2,17.263,14.422,16.251,16.512,11.4894,17.373,12.347,18.116,20.275,13.772,17.303,16.244,11.78,14.767,567.805,1
269,181.52,9,17.051,11.878800000000002,15.803,16.349,11.023,19.599,13.038,15.876,18.7164,12.673,16.457,14.043,12.183,16.064,614.705,1
270,79.24,5,17.55,11.636,14.688,16.285,10.617,18.779,12.0724,16.317,19.324,12.229400000000002,15.371,16.323,12.936,16.555,473.322,0
271,136.918,3,18.133,10.674,16.327,18.252,11.555,18.805,13.713,15.945,20.212,12.677,18.007,17.672,14.0184,14.497,635.575,0
272,75.28,4,17.71,11.209,16.622,17.495,11.15,16.386,12.278,15.4804,21.564,11.562,14.573,15.066,16.375,17.611,606.0312,0
273,180.69,2,16.544,14.515,17.548399999999997,18.333,12.371,20.379,12.362,14.691,18.601,13.047,15.814,15.575399999999998,14.5966,14.39,896.555,0
274,122.83,7,17.369,12.345,15.368,16.529,9.769,18.491,11.217,14.432,20.147,11.299,15.321,13.12,14.145,15.362,487.972,0
275,257.82,11,18.594,11.568,16.331,17.984,11.56,19.361,11.6898,17.488,18.558,13.015,15.389599999999998,14.503,13.799,17.257,684.967,0
276,138.65,12,17.533,12.506,17.959,16.908,10.772,20.032,12.498,16.219,17.144,13.748,15.558,15.603,15.181,16.721,799.795,0
277,139.25,1,16.325,11.271,17.795,17.486,11.713,18.395,11.207,16.431599999999996,19.287,11.778,15.59,17.147,15.987,17.368,738.951,1
278,87.19,5,19.191,10.979,16.398,19.121,11.301,19.231,11.326,15.416,21.583,12.349,15.204,14.932,14.361,16.847,694.062,0
279,85.81,6,17.472,13.61,17.578,15.972,9.678,18.376,11.074,12.847,18.899,11.035,16.375,17.631,13.536,15.531,612.178,0
280,104.88,7,17.969,11.304,16.866,16.769,12.597,17.168,13.592,16.704,17.557,12.568,14.221,16.964,14.725,18.266,537.684,1
281,156.99,6,17.731,12.562,18.272,16.447,11.286,18.528,11.495,16.8,21.425,12.306,15.9,16.74,18.727,16.858,702.772,0
282,89.0,10,17.136,12.3536,17.66,19.244,13.155,18.269,10.975,17.362,17.121,13.33,16.433,15.4572,14.725,18.17,759.313,0
283,60.19,1,18.128,10.558,18.325,18.224,10.664,19.811,12.383,15.357,18.115,12.45,15.673,15.517,14.44,15.922,808.408,0
284,153.93,7,16.207,10.079,18.944,19.847,11.972,17.266,11.937,14.331,19.014,13.497,15.426,17.267,13.0,15.305,717.452,1
285,156.54,6,17.923,10.108,16.856,17.622,11.846,17.612,12.421,16.452,19.1786,10.863,15.486399999999998,16.927,16.087,16.167,557.33,1
286,91.75,4,18.483,10.864,17.802,18.832,11.86,21.013,11.244,17.82,17.38,11.448,15.751,15.154,14.98,15.337,920.59,0
287,117.226,7,16.844,12.068,17.603,18.247,10.237,20.16,11.944,16.621,19.287,10.777,14.752,17.368,13.811,15.118,804.161,0
288,165.67,2,16.915,11.882,18.047,16.05,12.253,19.618,11.761,18.066,21.28,11.909,16.669,15.957,13.812,16.802,777.795,0
289,167.96,8,19.465,13.458,17.535,17.8924,11.841,19.279,12.729,15.817,19.114,13.224,14.703,12.284,13.014,16.53,774.038,0
290,75.57,8,18.885,11.22,16.528,17.9,11.426,19.421,10.757,16.82,19.012,9.78,16.055,15.8,16.593,15.885,690.747,0
291,121.42,12,17.175,12.622,16.505,17.806,11.938,17.941,12.762,15.683,19.803,10.288,15.786,15.265,15.994,17.69,606.976,0
292,95.07,7,17.642,11.243799999999998,18.933,17.226,11.679,18.378,12.425,16.264,20.023,13.585,15.88,17.005,13.763,15.332,728.717,1
293,157.44,2,17.381,11.594,16.774,17.268,10.645,18.133,12.72,16.375,19.336,13.204,16.881,16.975,14.309,18.149,574.172,0
294,122.06,5,18.046,10.453,17.096,14.547,10.364,19.2,12.836,16.743,21.321,12.716,15.417,17.223,12.009,16.688,580.583,0
295,83.46,5,17.696,12.117,17.969,17.566,11.9312,17.692,10.783,15.645,21.247,12.439,15.741,17.225,14.964,16.66,620.03,1
296,122.23,9,17.413,12.352,16.436,18.643,11.168,19.532,11.574,14.37,19.347,12.283,15.135,14.532,14.209800000000001,16.769,724.591,0
297,140.87,3,18.398,12.676,16.597,17.1862,13.131,20.82,9.819,17.267,20.741,12.626,17.008,17.748,16.31,18.751,833.975,1
298,75.29,4,19.409,14.137,17.343,17.719,10.382,18.6042,11.771,17.335,16.515,12.067,15.671,15.069,15.859,14.494,667.1,0
299,79.64,2,18.838,9.072,16.722,17.4028,12.554,18.192,11.753,15.943,20.759,12.06,16.4,18.232,14.389,16.318,610.391,0
300,96.88,7,18.728,12.437,18.017,17.981,11.974,17.773,12.215200000000001,16.448,20.443,13.252,14.288,16.689,15.067,15.016,686.828,0
301,107.94,7,17.295,12.214,15.623,16.481,12.413,17.772,11.025,16.45,18.549,8.495,14.546,17.642,17.95,17.943,510.736,0
302,99.87,4,18.249,10.118,17.152,17.342999999999996,11.408,18.025,11.744,16.168,22.123,11.92,15.9004,14.356,15.77,17.385,601.691,0
303,68.97,4,19.522,12.178,15.152,18.684,12.999,19.08,10.679,15.794,19.833,10.498,15.557,18.551,13.077,15.549,657.081,0
304,74.47,2,19.63,10.548,16.907,18.193,12.2018,19.188,10.391,15.698,17.474,12.7238,15.544,14.91,13.41,18.573,669.769,1
305,116.36,6,17.872,10.383,17.975,16.166,12.29,17.232,11.795,17.595,18.016,13.697,16.727,17.205,13.768,17.943,571.18,0
306,132.75,7,18.847,11.688,17.343,20.398,11.669,19.728,11.684,16.257,20.795,12.541,15.065,14.721,16.1598,20.566,843.036,0
307,90.74,4,18.448,13.013,17.69,17.547,9.136,18.658,12.022,17.979,19.292,10.316,14.99,15.251,16.282,14.873,660.491,1
308,123.6,2,15.718,12.613,18.751,16.554,11.791,17.693,11.235,16.233,20.414,12.993,15.894,18.801,15.372,16.246,684.053,0
309,204.32,7,18.283,12.415,15.949,17.5656,13.154,19.349,11.337,15.437,19.63,13.135,17.016,16.829,15.463,16.637,718.08,0
310,110.86,5,18.243,9.028,17.518,16.864,13.516,19.258,12.247,15.056,22.18,11.069,13.88,12.59,13.397,16.97,728.737,1
311,103.69,2,18.302,11.379,18.288,18.228,10.978,18.903,12.194,14.861,20.602,10.165,15.799,17.373,14.843,15.137,755.202,0
312,96.06,1,16.847,10.513,17.66,16.26,9.522,19.021,13.115,17.543,18.671,9.808,15.683,17.382,16.231,15.133,624.566,0
313,135.73,8,18.655,11.611,18.493,17.165,10.42,18.2896,11.046,15.828,18.671,13.151,15.902,13.903,13.38,16.752,729.621,0
314,126.62,8,17.22,12.616,17.012,17.529,11.249,18.726,12.465,16.511,20.141,10.794,15.557,17.104,14.9702,18.018,671.706,0
315,127.61,4,19.736,12.836,17.482,17.481,11.625,17.505,10.907,15.322,17.924,13.292,13.004,14.201,13.406,17.29,617.304,0
316,106.35,5,18.888,10.925,17.259,17.904,12.112,19.868,11.068,15.736,20.084,12.5862,16.0352,16.767,18.005,17.697,781.823,0
317,134.06,8,17.338,12.682,16.97,18.316,11.432,18.238,11.672,16.644,18.376,12.597,16.585,15.798,15.128,18.822,659.831,1
318,134.34,5,18.14,12.641,17.076,16.645,10.885,18.502,12.104,15.516,21.644,11.951,14.824,18.341,15.324,16.524,625.649,0
319,114.19,2,18.359,10.916,18.187,17.538,11.273,19.694,10.031,17.7382,20.037,14.581,14.423,16.696,13.086,18.889,732.4246,0
320,167.4,2,17.568,12.536,16.154,17.157,11.867,18.887,10.399,15.727,16.543,16.326,14.897,13.381,13.319,15.181,637.9,0
321,75.62,5,18.133,11.593,17.271,18.574,12.102,18.939,12.885,16.749,19.445,12.22,15.326,13.789,14.464,16.963,738.351,0
322,147.26,5,18.371,13.402,16.542,17.339,10.395,19.4,10.774,15.163,20.905,12.363,16.47,17.227,13.831,15.66,681.628,0
323,115.26,5,16.35,11.735,17.845,20.244,11.642199999999999,19.88,11.528,17.18,16.834,11.9056,15.255,15.455,14.371,16.719,848.782,0
324,153.22,10,19.302,13.281,18.456,17.173,11.432,19.567,11.719,15.323,21.77,11.514,15.126,14.756,15.925,18.693,828.176,1
325,209.41,5,19.621,11.365,16.811,16.998,11.771,19.806,9.907,14.942,18.0634,12.528,16.44,17.699,16.606,17.251,723.403,0
326,121.75,3,18.377,10.561,16.95,17.028,12.063,19.14,11.189,15.625,18.996,13.268,15.869,17.367,12.736,16.781799999999997,676.829,0
327,113.58,5,17.788,11.438,19.195,17.483,13.251,19.215,9.382,15.955,18.9784,10.28,16.942,18.757,13.577,15.134,871.759,1
328,119.5,10,18.45,14.131,16.449,18.947,11.025,17.675,11.347,16.56,19.375,12.698,15.081,14.519,14.392,16.154,612.28,0
329,180.75,13,17.864,12.632,17.021,16.921,12.88,17.638,11.672,17.098,18.827,12.955,15.4412,16.288,13.713,17.382,613.48,1
330,189.54,4,18.072,11.135,14.818,19.43,11.419,18.263,11.975,16.651,18.974,9.883,16.172,15.9,16.546,17.085,537.699,0
331,126.7,7,17.776,12.848,17.185,17.621,11.114,20.255,11.832,18.367,19.339,13.862,15.441399999999998,16.114,14.132600000000002,14.786,803.111,0
332,146.03,8,16.433,12.135,17.723,17.032,11.314,18.406,10.876,17.655,21.205,10.076,14.762,15.575,17.887,17.629,671.868,1
333,205.07,5,18.192,10.974,15.69,18.747,12.724,18.183,12.465,17.565,18.379,13.304,17.312,15.755,12.559,15.673,693.338,0
334,141.81,6,17.787,12.192,17.174,17.796,12.409,18.185,9.517,16.496,15.671,10.721,16.209,15.156,16.665,16.471,752.5416,0
335,77.94,4,16.033,10.625,17.938,18.314,12.344,18.308,11.936,17.174,22.048,11.19,15.631200000000002,11.263,12.067,15.124,714.335,0
336,95.36,12,18.864,11.136,16.27,16.598,12.583,19.11,9.509,15.42,19.424,12.394,16.891,16.125,12.87,17.192,644.199,1
337,105.23,4,15.964,11.083,16.884000000000004,18.687,13.508,18.877,10.473,15.4672,21.877,12.692,14.314,15.39,12.477,17.705,762.182,0
338,136.33,1,17.187,10.373,16.669,18.95,11.337,19.986,11.836,17.056,21.847,11.804,16.377,15.903,12.996,17.285400000000003,756.453,0
339,102.97,4,18.254,12.385,17.1672,18.508,12.037,20.974,11.633,16.665,17.466,12.259,16.536,15.21,12.647,17.459,859.796,0
340,183.1,9,17.461,13.543,19.548,17.909,12.594,19.494,11.711,15.793,20.858,11.757,15.994,14.294,14.582,16.569,941.582,1
341,105.82,3,17.498,12.951,16.311,16.745,12.527,19.495,10.892,14.56,20.2898,12.451,15.078,17.467,11.896,15.579,706.102,0
342,193.41,9,16.517,11.253,17.847,16.574,11.403,17.808,13.643,16.642,16.221,13.002,16.181,18.468,16.038,19.108,608.982,1
343,100.48,1,16.792,9.964,15.546,18.581,11.433,18.414,10.6754,16.472,18.79,13.907,13.833,16.451,14.161,15.477,553.94,0
344,181.43,0,17.768,12.224,16.612,17.38,10.893,19.462,8.967,16.273,18.941,14.352,15.128,19.402,16.066,16.387,686.391,1
345,129.14,14,17.731,10.829,17.101,15.602,10.017,20.527,11.985,16.285,17.625,12.42,14.125,15.224,15.137,17.064,707.835,0
346,185.96,3,17.782,12.323,17.168,18.727,14.33,20.353,12.1,15.241,19.384,11.009,15.667,16.085,14.779,15.434,912.477,0
347,218.18,5,17.308,10.816,17.875,17.582,11.426,18.081,13.597,17.207,20.618,12.246,14.472,17.605,15.117,15.449,653.976,0
348,205.36,4,14.69,11.37,18.563,16.887,12.071,19.236,10.635,16.5,18.558,13.91,14.362,14.536,13.899,15.3,789.436,0
349,166.83,9,17.7798,10.512,18.284,16.866,10.292,19.336,11.4482,16.853,19.948,12.358,15.303,18.32,11.844,13.972,722.021,0
350,98.44,4,18.017,12.218,16.37,17.445,10.658,19.473,10.026,17.188,20.642,14.403,16.63,17.78,15.023,20.191,669.285,1
351,96.68,5,17.543,13.009,18.075,16.493,12.85,20.273,11.817,15.697,16.642,12.052,16.351,15.465,15.074,14.578,874.324,0
352,48.05,5,19.956,11.002,16.844,16.415,12.604,18.632,10.866,14.29,21.909,11.29,14.718,14.086,15.424,15.475,634.373,0
353,190.19,6,17.406,12.826,17.941,17.048,12.611,19.4732,10.399,16.137,18.494,14.485,15.513,15.038,14.272,16.88,812.576,0
354,179.09,9,18.604,11.501,18.064,18.323,11.081,20.104,10.056,15.329,18.184,13.163,14.76,15.557,11.714,16.453400000000002,842.948,0
355,166.82,8,16.745,9.785,17.491,17.889,11.85,19.302,10.13,16.129,20.309,15.741,14.605,15.031600000000001,15.192,20.518,728.451,0
356,88.25,7,15.588,10.421,16.335,17.738,10.681,20.066,11.761,16.018,19.595,10.428,15.506,15.604,16.716,15.894,694.09,1
357,279.37,6,18.084,10.42,18.029,18.877,12.079,21.28,12.566,15.204,21.386,12.619,15.097,17.843,15.326,15.459,955.163,0
358,101.31,6,17.995,11.308,17.086,16.467,12.261,19.084,11.904,16.356,22.014,11.847,15.074,19.403,13.195,11.918,682.013,0
359,159.93,2,18.942,11.542,17.78,17.76,11.538,19.692,9.982,16.469,21.205,10.858,15.821800000000001,18.715,13.726,15.919,790.258,0
360,76.6,6,18.887,12.75,15.906,16.733,12.564,18.66,10.725,18.878,17.427,13.953,15.531,13.977,12.412,15.245,615.332,1
361,103.28,3,18.165,10.703,19.753,17.001,10.592,19.125,11.227,16.423,20.474,11.142,16.008,18.174,12.837,15.354,723.5215999999999,0
362,178.3,4,17.77,12.293,17.452,16.706,12.975,16.897,12.202,16.957,18.6612,17.185,16.52,14.873,13.65,21.215,574.296,0
363,168.29,9,17.627,11.471,17.417,17.473,13.039,17.781,10.842,17.538,21.683,7.291,16.623,16.539,18.076,13.335,650.354,1
364,89.96,8,17.458,11.468,18.599,18.365,12.391,20.264,11.311,16.616,17.429,12.455,12.99,14.736,15.9702,16.77,790.0488,0
365,120.94,9,19.973,13.035,15.921,17.61,13.875,20.617,12.237,17.025,18.768,11.749,16.162,18.36,12.102,15.227,827.62,0
